Evidenz_ID;Quellbereich;Relativer_Pfad;Dateiname;Erweiterung;Groesse_Byte;Aenderungszeit_UTC;Attribute;SHA256;Signatur;Partnerdatei;Kategorie;Moegliche_Relevanz;Pruefergebnis;Offene_Frage
SRC-DAT-0119;EDW3DAT;W001.idx;W001.idx;IDX;3072;2026-01-05T09:42:52.071369Z;Archive;7ab2b0f91558ffda30630fbbfa81dc789baa3c70107a0b1c68c451d0cd50676c;unbekanntes Binaerformat;W001.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0120;EDW3DAT;W004.dat;W004.dat;DAT;3296;2026-08-04T08:26:28.134446Z;Archive;5cf60f432aeb1731300924cc9860bb363ea66412c5595b40425dd3589f49b552;unbekanntes Binaerformat;W004.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0121;EDW3DAT;W004.idx;W004.idx;IDX;3072;2026-07-28T12:04:07.659223Z;Archive;01953d54a2e6339ff16012c0d2d5d921abe34f23b184bd8378c6906f906a46ed;unbekanntes Binaerformat;W004.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0122;EDW3DAT;W005.dat;W005.dat;DAT;13256;2026-01-05T06:05:09.530436Z;Archive;9b1ec5b7d42e222d7b1fbd2c5b61ca1cd55033affcc2c99009358315ec7c0a4c;unbekanntes Binaerformat;W005.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0123;EDW3DAT;W005.idx;W005.idx;IDX;4096;2026-01-05T06:05:09.546036Z;Archive;470c18484f52578448ef76a51361ac89fb629b5b2c46fcfbd759d80b442c50cf;unbekanntes Binaerformat;W005.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0124;EDW3DAT;W005dm.dat;W005dm.dat;DAT;13224;2002-01-31T14:42:54Z;Archive;9bb5224c35752c4011021b0cf7fdbcb86cb42f8a0119b821f35ff652e24417b0;unbekanntes Binaerformat;W005dm.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0125;EDW3DAT;W005dm.idx;W005dm.idx;IDX;5120;2002-01-31T14:42:54Z;Archive;cd0f39a3c34ff43f32a97fdc46fcc8a34824050ce870cb0607a7d6280fc0c653;unbekanntes Binaerformat;W005dm.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0126;EDW3DAT;W006.dat;W006.dat;DAT;31320;2026-02-26T09:38:11.545870Z;Archive;8097602c3687ed622013f97aa3ca4ce58e1898ec3c37b686518fdcd5a70ad3cc;unbekanntes Binaerformat;W006.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0127;EDW3DAT;W006.idx;W006.idx;IDX;8192;2026-02-26T09:38:11.561469Z;Archive;16f72450c3d6bdf8a65c65fde491e41f958006b947ee33d316f4407f695e926c;unbekanntes Binaerformat;W006.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0128;EDW3DAT;W006dm.dat;W006dm.dat;DAT;133184;2002-01-31T14:45:32Z;Archive;ad5464a316ac2a1562fa4fa0f03c323d3749b633699510e5773545bdfc533db9;unbekanntes Binaerformat;W006dm.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0129;EDW3DAT;W006dm.idx;W006dm.idx;IDX;10240;2002-01-31T14:45:32Z;Archive;5539270367c10947586ad2670ef07bc4ba2fc9af354c9c3e070cd67eff027e27;unbekanntes Binaerformat;W006dm.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0130;EDW3DAT;W007.dat;W007.dat;DAT;960;2007-07-24T08:25:31.250000Z;Archive;e2e1c6604fe52ec4d12c16226cf80b03fd6ac325e5ec17592c052fabe094b840;unbekanntes Binaerformat;W007.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0131;EDW3DAT;W007.idx;W007.idx;IDX;4096;2007-07-24T08:25:31.250000Z;Archive;74bb91cb3772e0c549634960da6a91cf81d4c45395e607eb5610e4a82ea7d8d3;unbekanntes Binaerformat;W007.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0132;EDW3DAT;W010.dat;W010.dat;DAT;608;2023-07-31T12:46:51.367310Z;Archive;d4c9173427997fef8b979e5604481fbe75bdec404ed03ff5d93658377a993bbd;unbekanntes Binaerformat;W010.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0133;EDW3DAT;W010.idx;W010.idx;IDX;4096;2023-07-31T12:46:51.367310Z;Archive;3d082955b3e480adcb74c0b71c45145e8cd7eb6f50d51b8e45e3006cab2554fa;unbekanntes Binaerformat;W010.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0134;EDW3DAT;W020.dat;W020.dat;DAT;2191632;2026-08-04T08:26:29.509188Z;Archive;de2830e1924f8c6605141824495b4106262182947bf3fa7f7e9d562d966c2964;unbekanntes Binaerformat;W020.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0135;EDW3DAT;W020.idx;W020.idx;IDX;1850368;2026-08-04T08:26:29.506953Z;Archive;aa15e4cf103067c3469414772e618e687a6d3bd49fcaa92ca381264362469e08;unbekanntes Binaerformat;W020.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0136;EDW3DAT;W021.dat;W021.dat;DAT;13943752;2026-08-04T08:25:40.297677Z;Archive;28d59d47b2746930eb38311f384358369c189e5679c0cc6e810e41885d25e889;unbekanntes Binaerformat;W021.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0137;EDW3DAT;W021.idx;W021.idx;IDX;2755584;2026-08-04T08:25:40.283200Z;Archive;537c78e287e7af6a980c9ac663834ae368b04713dbd54963df92109cf07b57ca;unbekanntes Binaerformat;W021.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0138;EDW3DAT;W022.dat;W022.dat;DAT;685836;2026-08-04T08:26:28.136457Z;Archive;aaa1494cb6b1d35c17caf1990bf56dddd5de2fd2942c73dc0cf103d70a607002;unbekanntes Binaerformat;W022.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0139;EDW3DAT;W022.idx;W022.idx;IDX;100352;2026-08-04T08:26:28.135752Z;Archive;f09ac67262644f9bf9ace42a294cefbb2e99b7790942609db3459c889da1e1b5;unbekanntes Binaerformat;W022.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0140;EDW3DAT;W023.dat;W023.dat;DAT;57264;2026-07-21T11:24:24.091745Z;Archive;a8fa86ed1dd6689476e440416f5e596ab97c4287c163a0da762973bbb23f1bda;unbekanntes Binaerformat;W023.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0141;EDW3DAT;W023.idx;W023.idx;IDX;22528;2026-07-21T11:24:24.091745Z;Archive;972799decfe32958c32d5a9adc76d0309d665e3b3b54ea2beaaadd722e6ded8e;unbekanntes Binaerformat;W023.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0142;EDW3DAT;W040.dat;W040.dat;DAT;347760;2025-02-26T07:21:53.714575Z;Archive;40dfcd625590385a01819f5788cd6e37c0bc8d1f81fcef61074d8447a846b802;unbekanntes Binaerformat;W040.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0143;EDW3DAT;W040.idx;W040.idx;IDX;65536;2025-02-26T07:21:53.730175Z;Archive;f0ade806ad1c0a24cc0ce054793f2e1de09d263dec45e565e7bc344e55188c9d;unbekanntes Binaerformat;W040.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0144;EDW3DAT;W040alt.dat;W040alt.dat;DAT;793764;2002-01-14T06:19:30Z;Archive;68b59401cd5708ac564c731c330633ffdecce475b07e3050acbe35dc5990dffd;unbekanntes Binaerformat;W040alt.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0145;EDW3DAT;W040alt.idx;W040alt.idx;IDX;50176;2002-01-14T06:19:30Z;Archive;6133f59e810e5c892cd32c220f83929b22718876cac63fcd19c4ece29b9fedae;unbekanntes Binaerformat;W040alt.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0146;EDW3DAT;W080.dat;W080.dat;DAT;6456;2007-07-24T08:25:33.046875Z;Archive;4c3b09c391b084a38da44caa38b1a5bf5d81e5be793263b96eec7f706b848c91;unbekanntes Binaerformat;W080.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0147;EDW3DAT;W080.idx;W080.idx;IDX;15360;2007-07-24T08:25:33.046875Z;Archive;737eca90afcfa489ac018ab7075121a7c383f74b6eb938e994da1ad222bf8032;unbekanntes Binaerformat;W080.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0148;EDW3DAT;ZIP2EXE.EXE;ZIP2EXE.EXE;EXE;27319;1993-02-01T00:04:16Z;Archive;32e35eab13daccd0145917a959416d0676c29a63c52940ee732d858883845104;PE/Windows-Programmdatei;;Wartungswerkzeug;"Wartungs-, Installations- oder Reorganisationsartefakt; nie ausgefuehrt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-DAT-0149;EDW3DAT;~$w_sd01.txt;~$w_sd01.txt;TXT;162;2021-07-20T13:56:49.972532Z;"Hidden; Archive";808512d839ce73e77613e8ae8d77e6f6cd5df45fe72b2a7db4fd63488441e5aa;unbekanntes Binaerformat;;Protokoll;"Betriebs-, Fehler- oder temporaeres Artefakt; keine Rohinhalte dokumentiert.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-DAT-0150;EDW3DAT;~$WFRM30.DOT;~$WFRM30.DOT;DOT;162;2021-07-20T13:56:48.989732Z;"Hidden; Archive";bce42f566a27077b11c919d1f3f1813ec12346c7b27001846ff7a85b7e9d771b;unbekanntes Binaerformat;;Protokoll;"Betriebs-, Fehler- oder temporaeres Artefakt; keine Rohinhalte dokumentiert.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0001;edwalt3;_BTRV.GNT;_BTRV.GNT;GNT;3064;2000-04-13T01:11:00Z;Archive;74bc73067d71ae6ad299c7fb38b719920ec0470a9211daa43bb36c1103c715ac;unbekanntes Binaerformat;;Fachmodul;"Moegliche Fach- oder Zusatzfunktion; Aufgabe anhand weiterer Evidenz zu klaeren.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
SRC-APP-0002;edwalt3;_INST32I.EX_;_INST32I.EX_;EX_;316789;1996-07-24T04:00:00Z;Archive;31ec978dc2146db28a185aff1c188b8b1d05b394f043489523588e863d188fdf;unbekanntes Binaerformat;;unbekannt;Funktion oder Format noch nicht sicher bestimmbar.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wie sind Format und Aufgabe ohne schreibenden Zugriff sicher zu bestaetigen?
SRC-APP-0003;edwalt3;_ISDEL.EXE;_ISDEL.EXE;EXE;8192;1995-09-07T20:22:40Z;Archive;b526045cdf964674851fe70b54c1b486a78647be1aecb66bccc61d0a56eba183;PE/Windows-Programmdatei;;Wartungswerkzeug;"Wartungs-, Installations- oder Reorganisationsartefakt; nie ausgefuehrt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0004;edwalt3;_SETUP.DLL;_SETUP.DLL;DLL;5984;1996-04-29T08:25:22Z;Archive;bd714290cb4303453a83620914a50b5f78a8af0ad562d6a799f6ee0bd7f06056;PE/Windows-Programmdatei;;Wartungswerkzeug;"Wartungs-, Installations- oder Reorganisationsartefakt; nie ausgefuehrt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0005;edwalt3;_SETUP.LIB;_SETUP.LIB;LIB;482218;2000-04-07T13:44:46Z;Archive;5993b06deccdc49da080e6308d9df0157e09fa6a3689051df5cc40f646e37966;unbekanntes Binaerformat;;Wartungswerkzeug;"Wartungs-, Installations- oder Reorganisationsartefakt; nie ausgefuehrt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0006;edwalt3;_SQLODBC.DLL;_SQLODBC.DLL;DLL;40960;2000-04-13T01:11:00Z;Archive;a6563621e9b724026a212cc549c516f808150fd018afc82d3956d3b77359f899;PE/Windows-Programmdatei;;Laufzeitbibliothek;Technische Laufzeit- oder Kommunikationsabhaengigkeit.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0007;edwalt3;ACCCGI.DLL;ACCCGI.DLL;DLL;40960;2000-04-13T01:11:00Z;Archive;24899b5ddad93f3acd9e3d9b6c008bb47066e7223ba069caf0d1ac916cfa7d72;PE/Windows-Programmdatei;;Laufzeitbibliothek;Technische Laufzeit- oder Kommunikationsabhaengigkeit.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0008;edwalt3;ACCCGI.INT;ACCCGI.INT;INT;7168;2000-04-13T01:11:00Z;Archive;b4d85f209eb337c07147b3d8fe660ee0bb80c65ee13f142ea11fa55e0e9cbdd7;unbekanntes Binaerformat;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-APP-0009;edwalt3;ACCISAPI.DLL;ACCISAPI.DLL;DLL;45056;2000-04-13T01:11:00Z;Archive;84addab5642bcdc189aefbeff2ab41680ee27b59bda5fd7076bfbbabb18c4dde;PE/Windows-Programmdatei;;Laufzeitbibliothek;Technische Laufzeit- oder Kommunikationsabhaengigkeit.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0010;edwalt3;ADISCTRL;ADISCTRL;(keine);10496;2000-04-13T01:11:00Z;Archive;afbecc65f0203543b1570750b2ea7a552c7e5850954ec6c34d2ed9a36b2c4617;unbekanntes Binaerformat;;unbekannt;Funktion oder Format noch nicht sicher bestimmbar.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wie sind Format und Aufgabe ohne schreibenden Zugriff sicher zu bestaetigen?
SRC-APP-0011;edwalt3;ADR.BMP;ADR.BMP;BMP;630;1999-02-04T07:48:00Z;Archive;2897e1d8f099d0c5d7a4584bdb43f6460d71edc3eaca89eb7b0d40f9f97f1e74;BMP;;Screenshot;"Hilfebild oder UI-Grafik; nur lokal geprueft, nicht uebernommen.";"Metadaten und Header erfasst; nicht ausgefuehrt und nicht in Git uebernommen; visuelle/fachliche Zuordnung offen.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0012;edwalt3;ADR.ICO;ADR.ICO;ICO;766;1999-02-04T07:11:00Z;Archive;e41ed8f2cc051a1e87c708c3ccb831e060f005d2a1e86474efd33e3ef4ddb398;Windows-Icon/Cursor;;Screenshot;"Hilfebild oder UI-Grafik; nur lokal geprueft, nicht uebernommen.";"Metadaten und Header erfasst; nicht ausgefuehrt und nicht in Git uebernommen; visuelle/fachliche Zuordnung offen.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0013;edwalt3;ANIMSERV.EXE;ANIMSERV.EXE;EXE;28672;2000-04-13T01:11:00Z;Archive;7d94f46dc4a99f004e9e40c9d44cd236c836b0cdd8ff223f58315dbb1e57a988;PE/Windows-Programmdatei;;Fachmodul;"Moegliche Fach- oder Zusatzfunktion; Aufgabe anhand weiterer Evidenz zu klaeren.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
SRC-APP-0014;edwalt3;ANIMSRVR.LBR;ANIMSRVR.LBR;LBR;380928;2000-04-13T01:11:00Z;Archive;4d8dbadcc5c9aaab79bca641b26467dd00409036cfa73de7e18a9c6c5a88ad41;unbekanntes Binaerformat;;Fachmodul;"Moegliche Fach- oder Zusatzfunktion; Aufgabe anhand weiterer Evidenz zu klaeren.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
SRC-APP-0015;edwalt3;APIGUI.DLL;APIGUI.DLL;DLL;45056;2000-04-13T01:11:00Z;Archive;c9af79da59b2014e29047af55b6ce498e6afeef6653914c0c99606b213e57e1d;PE/Windows-Programmdatei;;Laufzeitbibliothek;Technische Laufzeit- oder Kommunikationsabhaengigkeit.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0016;edwalt3;APIGUIM.DLL;APIGUIM.DLL;DLL;1613824;2000-04-13T01:11:00Z;Archive;52dc1cc010313decd6be71be996d130000e5328ff0d72147c45642f7ffc92e99;PE/Windows-Programmdatei;;Laufzeitbibliothek;Technische Laufzeit- oder Kommunikationsabhaengigkeit.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0017;edwalt3;APIGUIS.DLL;APIGUIS.DLL;DLL;1536000;2000-04-13T01:11:00Z;Archive;680e3de8a855967de42982faf6daeb64a4e8a36d7e7cedafd2f146303daea77d;PE/Windows-Programmdatei;;Laufzeitbibliothek;Technische Laufzeit- oder Kommunikationsabhaengigkeit.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0018;edwalt3;AUSWERT.DLL;AUSWERT.DLL;DLL;782336;2007-06-27T12:13:08Z;Archive;fd5ce05e7a4a5c12ec4cd59afd469a06813e48e4d2835af8415d893852c4ff30;PE/Windows-Programmdatei;;Bericht/Auswertung;Bericht, Auswertung oder lesbare technische Unterlage.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
SRC-APP-0019;edwalt3;AUSWERT.GS;AUSWERT.GS;GS;410240;2006-10-07T08:24:14Z;Archive;ed99fd8c6c3886d0d25041ff87fd89cacf783482a2cc94d94c1b63c4d768b8fc;unbekanntes Binaerformat;;Bericht/Auswertung;Bericht, Auswertung oder lesbare technische Unterlage.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
SRC-APP-0020;edwalt3;AUSWERT.ICO;AUSWERT.ICO;ICO;766;1995-07-14T15:36:00Z;Archive;bc556bafb36504d82679bee8ed7acd9d5151624a8a2e5bb6644aa272946eb60a;Windows-Icon/Cursor;;Screenshot;"Hilfebild oder UI-Grafik; nur lokal geprueft, nicht uebernommen.";"Metadaten und Header erfasst; nicht ausgefuehrt und nicht in Git uebernommen; visuelle/fachliche Zuordnung offen.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0021;edwalt3;AUSWERT2.ICO;AUSWERT2.ICO;ICO;766;1995-07-14T17:02:00Z;Archive;def8f288bceeb0fb36455bb58a76b4f0c267bdda046926c29b37b00c83140007;Windows-Icon/Cursor;;Screenshot;"Hilfebild oder UI-Grafik; nur lokal geprueft, nicht uebernommen.";"Metadaten und Header erfasst; nicht ausgefuehrt und nicht in Git uebernommen; visuelle/fachliche Zuordnung offen.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0022;edwalt3;AUSWERT3.ICO;AUSWERT3.ICO;ICO;766;1995-07-14T17:03:00Z;Archive;e91a4e856ba380f3d94cfd0dd75dcd7a937ecff67974422d9f568dc8d86f3dea;Windows-Icon/Cursor;;Screenshot;"Hilfebild oder UI-Grafik; nur lokal geprueft, nicht uebernommen.";"Metadaten und Header erfasst; nicht ausgefuehrt und nicht in Git uebernommen; visuelle/fachliche Zuordnung offen.";Ist das Artefakt produktiv, optional, historisch oder nur mitgeliefert?
SRC-APP-0023;edwalt3;AUSWERTB.DLL;AUSWERTB.DLL;DLL;462848;2007-06-27T12:12:46Z;Archive;4a8358e4e632f59905d48f6483ed84bf2ccdbe15b017efcbc85acef89ddea834;PE/Windows-Programmdatei;;Bericht/Auswertung;Bericht, Auswertung oder lesbare technische Unterlage.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
SRC-APP-0024;edwalt3;AUSWERTB.GS;AUSWERTB.GS;GS;199680;2005-09-19T07:23:12Z;Archive;5eb63ef80b7c83f22314077472f4d09c55251b700f71f1d043567a166ca1a93d;unbekanntes Binaerformat;;Bericht/Auswertung;Bericht, Auswertung oder lesbare technische Unterlage.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
SRC-APP-0025;edwalt3;AUSWERTK.DLL;AUSWERTK.DLL;DLL;323584;2007-06-27T12:12:48Z;Archive;f3e4d356885145aef0d11f7dfe0b34b199d93d0ee921b80300fd93a201cb7758;PE/Windows-Programmdatei;;Bericht/Auswertung;Bericht, Auswertung oder lesbare technische Unterlage.;"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Wird die Komponente/Funktion heute genutzt und in welchem Prozess?
